image_path,mask_path,original_image_id,original_image_path,tile_x,tile_y,water_label,water_coverage
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_2304_1792.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_2304_1792.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,2304,1792,1,0.084075927734375
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_2304_4864.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_2304_4864.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,2304,4864,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2816_4096.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2816_4096.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2816,4096,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2560_1536.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2560_1536.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2560,1536,1,9.1552734375e-05
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2560_3584.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2560_3584.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2560,3584,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2560_5888.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2560_5888.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2560,5888,1,0.0384674072265625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2816_6144.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2816_6144.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2816,6144,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_3840_9728.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_3840_9728.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,3840,9728,1,0.0093536376953125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_6656_9728.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_6656_9728.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,6656,9728,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_3840_2816.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_3840_2816.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,3840,2816,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_2048_5120.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_2048_5120.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,2048,5120,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1024_6144.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1024_6144.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1024,6144,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_8960_8192.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_8960_8192.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,8960,8192,1,0.000701904296875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_3328_5376.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_3328_5376.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,3328,5376,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_3072_9216.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_3072_9216.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,3072,9216,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_768_2304.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_768_2304.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,768,2304,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_0_1536.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_0_1536.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,0,1536,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_512_3328.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_512_3328.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,512,3328,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2560_4864.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2560_4864.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2560,4864,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1536_9472.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1536_9472.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1536,9472,1,0.0439910888671875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2048_6400.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2048_6400.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2048,6400,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_4608_5632.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_4608_5632.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,4608,5632,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_7424_4352.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_7424_4352.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,7424,4352,1,0.0025177001953125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_2_1792_2816.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_2_1792_2816.tif,2,data_work/data_work/train_dataset_skoltech_train/train/images/2.tif,1792,2816,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_256_768.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_256_768.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,256,768,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_3840_6400.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_3840_6400.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,3840,6400,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2304_6912.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2304_6912.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2304,6912,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_256_5120.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_256_5120.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,256,5120,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_0_6912.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_0_6912.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,0,6912,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_256_3840.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_256_3840.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,256,3840,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_2304_0.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_2304_0.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,2304,0,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_0_512.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_0_512.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,0,512,1,0.000701904296875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_3584_4608.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_3584_4608.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,3584,4608,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_1024_1024.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_1024_1024.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,1024,1024,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_512_3840.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_512_3840.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,512,3840,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1024_6656.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1024_6656.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1024,6656,1,0.000518798828125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2560_7680.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2560_7680.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2560,7680,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_5_0_1280.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_5_0_1280.tif,5,data_work/data_work/train_dataset_skoltech_train/train/images/5.tif,0,1280,1,0.0294342041015625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_5120_6400.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_5120_6400.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,5120,6400,1,0.000152587890625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_3584_5888.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_3584_5888.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,3584,5888,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2048_1024.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2048_1024.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2048,1024,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_0_7424.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_0_7424.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,0,7424,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_1280_2304.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_1280_2304.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,1280,2304,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_2_2048_5632.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_2_2048_5632.tif,2,data_work/data_work/train_dataset_skoltech_train/train/images/2.tif,2048,5632,1,0.0022735595703125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_2048_5632.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_2048_5632.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,2048,5632,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_2048_3584.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_2048_3584.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,2048,3584,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2816_7424.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2816_7424.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2816,7424,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_9984_8704.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_9984_8704.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,9984,8704,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_7680_8960.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_7680_8960.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,7680,8960,1,0.0002593994140625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_4352_2304.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_4352_2304.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,4352,2304,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_4096_4352.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_4096_4352.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,4096,4352,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_1024_768.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_1024_768.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,1024,768,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_5_2304_1280.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_5_2304_1280.tif,5,data_work/data_work/train_dataset_skoltech_train/train/images/5.tif,2304,1280,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1536_10496.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1536_10496.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1536,10496,1,0.0062408447265625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_3840_4608.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_3840_4608.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,3840,4608,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_4864_9728.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_4864_9728.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,4864,9728,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_2_256_2816.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_2_256_2816.tif,2,data_work/data_work/train_dataset_skoltech_train/train/images/2.tif,256,2816,1,0.010772705078125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_9984_7168.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_9984_7168.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,9984,7168,1,0.0299072265625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1280_3072.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1280_3072.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1280,3072,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_6144_4864.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_6144_4864.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,6144,4864,1,0.012725830078125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_5_1280_0.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_5_1280_0.tif,5,data_work/data_work/train_dataset_skoltech_train/train/images/5.tif,1280,0,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_3328_6912.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_3328_6912.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,3328,6912,1,0.1059722900390625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_4096_0.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_4096_0.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,4096,0,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_2048_7168.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_2048_7168.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,2048,7168,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_4864_3584.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_4864_3584.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,4864,3584,1,0.000823974609375
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_256_10240.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_256_10240.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,256,10240,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_2_2048_256.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_2_2048_256.tif,2,data_work/data_work/train_dataset_skoltech_train/train/images/2.tif,2048,256,1,0.0003204345703125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_256_2304.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_256_2304.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,256,2304,1,0.04473876953125
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2304_10240.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2304_10240.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2304,10240,1,0.0009002685546875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_5_256_2816.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_5_256_2816.tif,5,data_work/data_work/train_dataset_skoltech_train/train/images/5.tif,256,2816,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_9216_7936.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_9216_7936.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,9216,7936,1,0.0008392333984375
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_256_9728.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_256_9728.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,256,9728,1,0.0027008056640625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1536_1280.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1536_1280.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1536,1280,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_1792_256.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_1792_256.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,1792,256,1,0.021240234375
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_4608_2560.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_4608_2560.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,4608,2560,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_4_256_256.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_4_256_256.tif,4,data_work/data_work/train_dataset_skoltech_train/train/images/4.tif,256,256,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_7424_10240.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_7424_10240.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,7424,10240,1,0.0005340576171875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_3840_5888.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_3840_5888.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,3840,5888,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_7936_7168.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_7936_7168.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,7936,7168,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_7936_5376.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_7936_5376.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,7936,5376,1,0.0015106201171875
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_512_7680.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_512_7680.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,512,7680,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_4608_0.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_4608_0.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,4608,0,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_3584_5888.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_3584_5888.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,3584,5888,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_2_1280_9728.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_2_1280_9728.tif,6_2,data_work/data_work/train_dataset_skoltech_train/train/images/6_2.tif,1280,9728,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_4864_8448.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_4864_8448.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,4864,8448,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_6_1_2816_0.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_6_1_2816_0.tif,6_1,data_work/data_work/train_dataset_skoltech_train/train/images/6_1.tif,2816,0,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_6912_7680.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_6912_7680.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,6912,7680,1,0.0011138916015625
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_2048_10240.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_2048_10240.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,2048,10240,0,0.0
data_work/data_work/data_work_ds_and_cut/processed_data/images/tile_1_4096_10240.tif,data_work/data_work/data_work_ds_and_cut/processed_data/masks/mask_1_4096_10240.tif,1,data_work/data_work/train_dataset_skoltech_train/train/images/1.tif,4096,10240,1,0.0001068115234375
