image_tile_path,mask_tile_path,original_image,is_flooded,water_ratio
data_work_ds_and_cut/processed_data/images/1_tile_0_7680.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_7680.tif,1,1,9.1552734375e-05
data_work_ds_and_cut/processed_data/images/1_tile_0_7936.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_7936.tif,1,1,4.57763671875e-05
data_work_ds_and_cut/processed_data/images/1_tile_0_8192.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_8192.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_0_8448.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_8448.tif,1,1,0.0020599365234375
data_work_ds_and_cut/processed_data/images/1_tile_0_8704.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_8704.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_0_8960.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_8960.tif,1,1,0.003387451171875
data_work_ds_and_cut/processed_data/images/1_tile_0_9216.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_9216.tif,1,1,0.000335693359375
data_work_ds_and_cut/processed_data/images/1_tile_0_9472.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_9472.tif,1,1,0.002410888671875
data_work_ds_and_cut/processed_data/images/1_tile_0_9728.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_9728.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_0_9984.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_9984.tif,1,1,0.0016937255859375
data_work_ds_and_cut/processed_data/images/1_tile_0_10240.tif,data_work_ds_and_cut/processed_data/masks/1_tile_0_10240.tif,1,1,0.0024566650390625
data_work_ds_and_cut/processed_data/images/1_tile_256_0.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_0.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_256.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_256.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_512.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_512.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_768.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_768.tif,1,1,0.0001983642578125
data_work_ds_and_cut/processed_data/images/1_tile_256_1024.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_1024.tif,1,1,0.0083160400390625
data_work_ds_and_cut/processed_data/images/1_tile_256_1280.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_1280.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_1536.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_1536.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_1792.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_1792.tif,1,1,1.52587890625e-05
data_work_ds_and_cut/processed_data/images/1_tile_256_2048.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_2048.tif,1,1,0.0001220703125
data_work_ds_and_cut/processed_data/images/1_tile_256_2304.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_2304.tif,1,1,0.0324554443359375
data_work_ds_and_cut/processed_data/images/1_tile_256_2560.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_2560.tif,1,1,0.0453643798828125
data_work_ds_and_cut/processed_data/images/1_tile_256_2816.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_2816.tif,1,1,0.010772705078125
data_work_ds_and_cut/processed_data/images/1_tile_256_3072.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_3072.tif,1,1,0.0090789794921875
data_work_ds_and_cut/processed_data/images/1_tile_256_3328.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_3328.tif,1,1,0.0002899169921875
data_work_ds_and_cut/processed_data/images/1_tile_256_3584.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_3584.tif,1,1,0.001434326171875
data_work_ds_and_cut/processed_data/images/1_tile_256_3840.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_3840.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_4096.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_4096.tif,1,1,0.0006256103515625
data_work_ds_and_cut/processed_data/images/1_tile_256_4352.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_4352.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_4608.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_4608.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_4864.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_4864.tif,1,1,9.1552734375e-05
data_work_ds_and_cut/processed_data/images/1_tile_256_5120.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_5120.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_5376.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_5376.tif,1,1,0.000396728515625
data_work_ds_and_cut/processed_data/images/1_tile_256_5632.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_5632.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_5888.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_5888.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_6144.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_6144.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_6400.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_6400.tif,1,1,0.0003814697265625
data_work_ds_and_cut/processed_data/images/1_tile_256_6656.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_6656.tif,1,1,0.0002593994140625
data_work_ds_and_cut/processed_data/images/1_tile_256_6912.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_6912.tif,1,1,0.003631591796875
data_work_ds_and_cut/processed_data/images/1_tile_256_7168.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_7168.tif,1,1,0.0036163330078125
data_work_ds_and_cut/processed_data/images/1_tile_256_7424.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_7424.tif,1,1,0.0004425048828125
data_work_ds_and_cut/processed_data/images/1_tile_256_7680.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_7680.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_7936.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_7936.tif,1,1,0.0003204345703125
data_work_ds_and_cut/processed_data/images/1_tile_256_8192.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_8192.tif,1,1,0.0056610107421875
data_work_ds_and_cut/processed_data/images/1_tile_256_8448.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_8448.tif,1,1,0.003631591796875
data_work_ds_and_cut/processed_data/images/1_tile_256_8704.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_8704.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_8960.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_8960.tif,1,1,0.0002288818359375
data_work_ds_and_cut/processed_data/images/1_tile_256_9216.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_9216.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_9472.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_9472.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_256_9728.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_9728.tif,1,1,0.0027008056640625
data_work_ds_and_cut/processed_data/images/1_tile_256_9984.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_9984.tif,1,1,0.00469970703125
data_work_ds_and_cut/processed_data/images/1_tile_256_10240.tif,data_work_ds_and_cut/processed_data/masks/1_tile_256_10240.tif,1,1,0.000518798828125
data_work_ds_and_cut/processed_data/images/1_tile_512_0.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_0.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_256.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_256.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_512.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_512.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_768.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_768.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_1024.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_1024.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_1280.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_1280.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_1536.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_1536.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_1792.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_1792.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_2048.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_2048.tif,1,1,0.000244140625
data_work_ds_and_cut/processed_data/images/1_tile_512_2304.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_2304.tif,1,1,7.62939453125e-05
data_work_ds_and_cut/processed_data/images/1_tile_512_2560.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_2560.tif,1,1,0.01910400390625
data_work_ds_and_cut/processed_data/images/1_tile_512_2816.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_2816.tif,1,1,0.0445098876953125
data_work_ds_and_cut/processed_data/images/1_tile_512_3072.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_3072.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_3328.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_3328.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_3584.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_3584.tif,1,1,0.0016937255859375
data_work_ds_and_cut/processed_data/images/1_tile_512_3840.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_3840.tif,1,1,6.103515625e-05
data_work_ds_and_cut/processed_data/images/1_tile_512_4096.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_4096.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_4352.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_4352.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_4608.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_4608.tif,1,1,0.000732421875
data_work_ds_and_cut/processed_data/images/1_tile_512_4864.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_4864.tif,1,1,0.0026702880859375
data_work_ds_and_cut/processed_data/images/1_tile_512_5120.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_5120.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_5376.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_5376.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_5632.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_5632.tif,1,1,6.103515625e-05
data_work_ds_and_cut/processed_data/images/1_tile_512_5888.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_5888.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_6144.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_6144.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_6400.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_6400.tif,1,1,9.1552734375e-05
data_work_ds_and_cut/processed_data/images/1_tile_512_6656.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_6656.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_6912.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_6912.tif,1,1,0.0018463134765625
data_work_ds_and_cut/processed_data/images/1_tile_512_7168.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_7168.tif,1,1,0.017547607421875
data_work_ds_and_cut/processed_data/images/1_tile_512_7424.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_7424.tif,1,1,0.000152587890625
data_work_ds_and_cut/processed_data/images/1_tile_512_7680.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_7680.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_7936.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_7936.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_8192.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_8192.tif,1,1,0.01019287109375
data_work_ds_and_cut/processed_data/images/1_tile_512_8448.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_8448.tif,1,1,6.103515625e-05
data_work_ds_and_cut/processed_data/images/1_tile_512_8704.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_8704.tif,1,1,0.0012664794921875
data_work_ds_and_cut/processed_data/images/1_tile_512_8960.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_8960.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_9216.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_9216.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_9472.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_9472.tif,1,1,0.0024566650390625
data_work_ds_and_cut/processed_data/images/1_tile_512_9728.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_9728.tif,1,1,0.0001220703125
data_work_ds_and_cut/processed_data/images/1_tile_512_9984.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_9984.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_512_10240.tif,data_work_ds_and_cut/processed_data/masks/1_tile_512_10240.tif,1,1,0.0004425048828125
data_work_ds_and_cut/processed_data/images/1_tile_768_0.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_0.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_256.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_256.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_512.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_512.tif,1,1,0.000152587890625
data_work_ds_and_cut/processed_data/images/1_tile_768_768.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_768.tif,1,1,0.00018310546875
data_work_ds_and_cut/processed_data/images/1_tile_768_1024.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_1024.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_1280.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_1280.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_1536.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_1536.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_1792.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_1792.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_2048.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_2048.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_2304.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_2304.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_2560.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_2560.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_2816.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_2816.tif,1,1,0.0242767333984375
data_work_ds_and_cut/processed_data/images/1_tile_768_3072.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_3072.tif,1,1,0.0165252685546875
data_work_ds_and_cut/processed_data/images/1_tile_768_3328.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_3328.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_3584.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_3584.tif,1,1,0.00335693359375
data_work_ds_and_cut/processed_data/images/1_tile_768_3840.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_3840.tif,1,1,0.0001373291015625
data_work_ds_and_cut/processed_data/images/1_tile_768_4096.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_4096.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_4352.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_4352.tif,1,1,7.62939453125e-05
data_work_ds_and_cut/processed_data/images/1_tile_768_4608.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_4608.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_4864.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_4864.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_5120.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_5120.tif,1,1,0.001434326171875
data_work_ds_and_cut/processed_data/images/1_tile_768_5376.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_5376.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_5632.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_5632.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_5888.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_5888.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_6144.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_6144.tif,1,1,0.0003204345703125
data_work_ds_and_cut/processed_data/images/1_tile_768_6400.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_6400.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_6656.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_6656.tif,1,1,0.0010833740234375
data_work_ds_and_cut/processed_data/images/1_tile_768_6912.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_6912.tif,1,1,0.0027618408203125
data_work_ds_and_cut/processed_data/images/1_tile_768_7168.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_7168.tif,1,1,0.000640869140625
data_work_ds_and_cut/processed_data/images/1_tile_768_7424.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_7424.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_7680.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_7680.tif,1,1,0.0003814697265625
data_work_ds_and_cut/processed_data/images/1_tile_768_7936.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_7936.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_8192.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_8192.tif,1,1,0.00018310546875
data_work_ds_and_cut/processed_data/images/1_tile_768_8448.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_8448.tif,1,1,0.00054931640625
data_work_ds_and_cut/processed_data/images/1_tile_768_8704.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_8704.tif,1,1,0.000640869140625
data_work_ds_and_cut/processed_data/images/1_tile_768_8960.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_8960.tif,1,1,0.001434326171875
data_work_ds_and_cut/processed_data/images/1_tile_768_9216.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_9216.tif,1,1,0.000701904296875
data_work_ds_and_cut/processed_data/images/1_tile_768_9472.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_9472.tif,1,1,0.0024261474609375
data_work_ds_and_cut/processed_data/images/1_tile_768_9728.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_9728.tif,1,1,0.00408935546875
data_work_ds_and_cut/processed_data/images/1_tile_768_9984.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_9984.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_768_10240.tif,data_work_ds_and_cut/processed_data/masks/1_tile_768_10240.tif,1,1,0.00238037109375
data_work_ds_and_cut/processed_data/images/1_tile_1024_0.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_0.tif,1,1,0.006103515625
data_work_ds_and_cut/processed_data/images/1_tile_1024_256.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_256.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_512.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_512.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_768.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_768.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_1024.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_1024.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_1280.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_1280.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_1536.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_1536.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_1792.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_1792.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_2048.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_2048.tif,1,1,1.52587890625e-05
data_work_ds_and_cut/processed_data/images/1_tile_1024_2304.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_2304.tif,1,1,0.000396728515625
data_work_ds_and_cut/processed_data/images/1_tile_1024_2560.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_2560.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_2816.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_2816.tif,1,1,0.000244140625
data_work_ds_and_cut/processed_data/images/1_tile_1024_3072.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_3072.tif,1,1,0.0342559814453125
data_work_ds_and_cut/processed_data/images/1_tile_1024_3328.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_3328.tif,1,1,0.00347900390625
data_work_ds_and_cut/processed_data/images/1_tile_1024_3584.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_3584.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_3840.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_3840.tif,1,1,0.000579833984375
data_work_ds_and_cut/processed_data/images/1_tile_1024_4096.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_4096.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_4352.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_4352.tif,1,0,0.0
data_work_ds_and_cut/processed_data/images/1_tile_1024_4608.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_4608.tif,1,1,0.0005950927734375
data_work_ds_and_cut/processed_data/images/1_tile_1024_4864.tif,data_work_ds_and_cut/processed_data/masks/1_tile_1024_4864.tif,1,0,0.0
